C15809	1.0
C00140	1.0
C20396	1.0
C05527	0.5
C00288	1.0
C00680	0.25
C04257	1.0
C04079	1.0
C00512	0.5
C05665	1.0
C01451	1.0
C00392	1.0
C00826	1.0
C00270	1.0
C06186	1.0
C04390	0.25
C00151	1.0
C01083	1.0
C18902	1.0
C02320	1.0
C00666	0.25
C00214	0.5
C00178	0.5
C00881	1.0
C00606	0.5
C05984	1.0
C00012	1.0
C15811	1.0
C03194	1.0
C02380	1.0
C07648	1.0
C15532	1.0
C03688	1.0
C05699	1.0
C05172	1.0
C02972	1.0
C02713	1.0
C00853	1.0
C01233	1.0
C07118	0.5
C00831	1.0
C00670	1.0
C00040	1.0
C00047	0.25
C00301	1.0
C01412	1.0
C00192	1.0
