C16242	0.2
C16243	0.2
C00149	0
C00944	0
C02430	0
C04332	0
C00436	0
C00437	0
C01024	0.2
C04501	0
C04877	0
C01185	0
C15812	0
C15813	0
C15814	0
C16688	0
C00794	0
C11539	0.2
C00227	0
C01235	0
C00385	0
C00387	0
C02504	0
C00229	0
C14463	0
C00898	0
C02291	0.142857142857
C00364	0.2
C00365	0.2
C00362	0
C00360	0
C00361	0
C00006	0
C00005	0
C00003	0
C00002	0
C00369	0
C03589	0
C16619	0
C16618	0
C02612	0
C00099	0
C00311	0
C00310	0
C00641	0
C01931	0
C00315	0
C00092	0
C02226	0
C00095	0
C00097	0
C15667	0
C02282	0
C04732	0
C04734	0
C05775	0
C05772	0.2
C00166	0
C02988	0
C00163	0
C02984	0
C02987	0
C00438	0
C02047	0
C03082	0
C04377	0
C04376	0
C20258	0
C03089	0
C00860	0
C00286	0
C00864	0
C04272	0
C01419	0
C01144	0
C06510	0
C03561	0
C03402	0
C03406	0
C05512	0
C04181	0
C05519	0
C00692	0
C02463	0.2
C05269	0
C00269	0
C16219	0
C00504	0
C00263	0
C00262	0
C00267	0
C04494	0
C06762	0
C00460	0.2
C00463	0
C00329	0
C00283	0
C01152	0
C00327	0
C04691	0
C01563	0
C04051	0
C00407	0
C01209	0
C00217	0
C00212	0
C05840	0
C05841	0
C00035	0
C00033	0
C00031	0
C00137	0
C00136	0
C00135	0
C00134	0
C00133	0
C00131	0
C00039	0
C06113	0
C06509	0
C00043	0
C00041	0
C00047	0
C00046	0
C00044	0
C00049	0
C06481	0
C04236	0
C01101	0
C01100	0
C01103	0
C01102	0
C00666	0
C05125	0
C06007	0
C06006	0
C00957	0
C04302	0
C05345	0
C00221	0
C00036	0
C05223	0
C00037	0
C00253	0
C00250	0
C00251	0
C00254	0
C00255	0
C00258	0
C01081	0
C01083	0
C00559	0
C00492	0
C00493	0
C00886	0
C00498	0
C00882	0
C00078	0
C00079	0
C00073	0.142857142857
C00077	0
C00074	0
C00075	0
C00546	0
C00130	0
C06032	0
C00085	0
C00084	0
C00083	0
C00082	0
C04640	0
C03175	0
C00089	0
C04646	0
C00671	0
C00672	0
C00673	0
C01250	0
C01929	0
C00106	0
C00105	0
C00103	0
C00100	0
C00101	0
C15556	0
C00108	0
C00109	0
C04702	0
C05764	0
C05761	0
C05760	0
C05763	0
C05762	0
C00008	0
C00170	0
C02992	0
C00179	0
C00447	0
C03090	0
C01077	0.142857142857
C04556	0
C11434	0
C11435	0
C11436	0
C00857	0
C01179	0
C04823	0
C04411	0
C01172	0
C03892	0
C02412	0
C00680	0
C00522	0
C02553	0
C05378	0
C05379	0
C02554	0
C01267	0
C16220	0
C16221	0
C04294	0
C00458	0
C00459	0
C04896	0
C00448	0
C00455	0
C00330	0
C00332	0
C00337	0
C04688	0
C04122	0
C00350	0
C00631	0
C02528	0
C00208	0
C03232	0
C01212	0
C00025	0
C00024	0
C00026	0
C00021	0.142857142857
C00020	0
C00022	0
C00143	0
C00141	0
C00029	0
C00147	0
C00144	0
C04631	0
C04633	0
C02737	0
C02739	0
C05726	0
C00705	0.2
C06250	0
C02631	0
C02637	0
C04419	0
C05898	0
C04752	0
C04751	0
C04454	0
C01137	0
C00760	0
C00093	0
C03511	0
C03512	0
C03287	0
C02741	0
C03125	0
C03127	0
C20373	0
C20372	0
C20377	0
C20376	0
C20375	0
C20374	0
C20378	0
C05401	0
C00966	0
C11540	0.2
C11542	0.2
C04916	0
C00415	0
C00416	0
C00417	0
C01005	0
C04851	0
C01279	0
C00620	0
C00243	0
C00242	0
C00245	0
C01094	0
C00068	0
C00681	0
C00343	0
C00344	0
C00061	0
C00063	0
C00062	0
C00065	0
C00064	0
C11811	0
C04677	0
C19673	0
C05921	0
C00668	0
C01268	0
C05399	0
C02163	0
C00114	0
C00117	0
C00116	0
C00111	0
C00112	0
C00119	0
C00118	0
C03492	0
C05750	0
C05751	0
C05752	0
C05753	0
C05754	0
C05755	0
C05756	0
C05757	0
C05758	0
C05759	0
C00188	0
C00189	0
C00186	0
C00185	0
C00183	0
C03794	0
C00159	0
C04216	0
C02839	0
C06548	0
C04352	0
C01165	0
C00015	0
C00378	0
C00019	0.142857142857
C11437	0
C00931	0.2
C04327	0
C18239	0
C00446	0
C00445	0
C01762	0
C00441	0
C00440	0
C00526	0
C11453	0
C00449	0
C00169	0
C04882	0
C00921	0
C00009	0
C01909	0
C00341	0
C00342	0
C04133	0
C03838	0
C05400	0
C03722	0
C05402	0
C05404	0
C03939	0
C00623	0
C04039	0
C00624	0
C00239	0.2
C00231	0
C00233	0
C00234	0
C00235	0
C00236	0
C00237	0
C00010	0
C00158	0
C00014	0
C05980	0
C00016	0
C00018	0
C05823	0
C00152	0
C00155	0.142857142857
C02876	0
C02336	0
C04620	0
C00655	0
C00718	0
C01134	0
C17556	0
C03506	0
C03294	0
C03114	0
C04088	0
C00979	0
C00877	0
C04246	0
C03373	0
C04432	0
C06056	0
C06505	0
C06506	0
C06507	0
C03479	0
C06508	0
C06112	0
C09332	0
C03972	0
C01051	0.2
C00577	0
C01302	0
C00279	0
C01304	0
C00900	0
C00479	0
C00475	0
C00294	0
C00295	0
C00357	0
C00354	0
C00353	0
C00352	0
C00299	0
C04666	0
C01269	0
C06156	0
C00750	0
C05893	0
C05892	0
C05897	0
C00993	0
C05382	0
C00120	0
C00122	0
C00123	0
C00124	0
C00129	0
C05749	0
C05748	0
C05747	0
C05746	0
C05745	0
C05744	0
C04618	0
C04619	0
C00054	0
C00055	0
C00199	0
C00052	0
C00721	0
C00194	0
C00197	0
C00058	0
C00011	0
C01118	0
C01050	0
C04574	0
C00206	0
C04778	0
C03028	0
C03539	0.142857142857
C06010	0
